Job Title,Location,Minimum Salary,Maximum Salary,Technologies,Company,Seniority Level,Job Link
Senior Full-Stack (Python+React.js) Developer,Zdalnie,Not specified,Not specified,"Fullstack, Python, React, Django",ELEKS,Senior,https://nofluffjobs.com/pl/job/senior-full-stack-python-react-js-developer-eleks-remote
Senior Backend Engineer - Ruby on Rails,Zdalnie,20 000,28 000,"Backend, Python, Ruby on Rails, Ruby",Knowde Inc.,Senior,https://nofluffjobs.com/pl/job/senior-backend-engineer-ruby-on-rails-knowde-remote-1
Data Engineer,Zdalnie,30 240,30 240,"Data, Python, SQL, Data modelling",emagine Sp. Z o.o.,Mid,https://nofluffjobs.com/pl/job/data-engineer-emagine-remote-3
Senior MLOps Engineer,Zdalnie,26 880,33 600,"Data, Python, Cloud, Bash",GetInData | Part of Xebia,Senior,https://nofluffjobs.com/pl/job/senior-mlops-engineer-getindata-part-of-xebia-remote
Senior Java Developer,Łódź,Not specified,Not specified,"Backend, Python, Java, JavaFX",Pixel Technology,Senior,https://nofluffjobs.com/pl/job/senior-java-developer-pixel-technology-lodz
Software Engineer,Warszawa,12 000,14 000,"Fullstack, Python, React, .NET",MicroStrategy,Junior,https://nofluffjobs.com/pl/job/software-engineer-microstrategy-warszawa
eCRM Intern,Warszawa,Not specified,Not specified,"Marketing, Python, MS Office, Excel",5BONSAI,Trainee,https://nofluffjobs.com/pl/job/ecrm-intern-5bonsai-warszawa
Marketing Automation Intern,Warszawa,Not specified,Not specified,"Marketing, Python, MS Office, Excel",5BONSAI,Trainee,https://nofluffjobs.com/pl/job/marketing-automation-intern-5bonsai-warszawa
Senior Data Analyst (Operations),Warszawa,Not specified,Not specified,"Business Analysis, Python, SQL, BI Tools",AirHelp,Senior,https://nofluffjobs.com/pl/job/senior-data-analyst-operations-airhelp-warszawa
Cloud Infrastructure DBA,Zdalnie,11 000,22 000,"DevOps, Python, AWS, PostgreSQL",Shiji Poland,Senior,https://nofluffjobs.com/pl/job/cloud-infrastructure-dba-shiji-poland-remote
Software Engineer II (Linux Application Developer),Warsaw,13 750,22 083,"Embedded, Python, Linux, C++",EditShare,Mid,https://nofluffjobs.com/pl/job/software-engineer-ii-linux-application-developer-editshare-warsaw
Junior IT Support Specialist,Zdalnie,7 000,10 000,"Support, Python, SQL, REST API",PragmaGO.tech Sp. z o.o.,Junior,https://nofluffjobs.com/pl/job/junior-it-support-specialist-pragmago-tech-remote
Senior Full-Stack/Back-end Developer C++,Kraków,18 000,23 000,"Fullstack, Python, C++, JavaScript",Motorola Solutions Systems Polska,Senior,https://nofluffjobs.com/pl/job/senior-full-stack-back-end-developer-c--motorola-solutions-systems-polska-krakow
ETL Tester with SQL,Warszawa,20 160,20 160,"Testing, Python, SQL, Ansible",emagine Sp. Z o.o.,Mid,https://nofluffjobs.com/pl/job/etl-tester-with-sql-emagine-warszawa
Remote Senior Devops Engineer (GCP + Azure),Zdalnie,21 000,31 000,"DevOps, Python, AWS, GCP",TotalDevs sp. z o.o.,Senior,https://nofluffjobs.com/pl/job/remote-senior-devops-engineer-gcp-azure-totaldevs
Senior Data Engineer,Warsaw,24 000,29 000,"Data, Python, Spark, Airflow",SambaTV,Senior,https://nofluffjobs.com/pl/job/senior-data-engineer-sambatv-warsaw
Specjalista ds. rozliczeń i zmiany sprzedawcy,Katowice,Not specified,Not specified,"Obsługa klienta, Python, Java, polski",ENGIE Zielona Energia Sp. z o.o.,Junior,https://nofluffjobs.com/pl/job/specjalista-ds-rozliczen-i-zmiany-sprzedawcy-engie-zielona-energia-katowice
Data Engineer (Fulfillment),Kraków,20 000,30 000,"Data, Python, Scala, Hadoop",Tesco Technology,Mid,https://nofluffjobs.com/pl/job/data-engineer-fulfillment-tesco-technology-krakow-5
Middle/Senior Software Engineer,Kraków,Not specified,Not specified,"Backend, Python, Java, JVM",LotusFlare,Mid,https://nofluffjobs.com/pl/job/middle-senior-software-engineer-lotusflare-krakow
Senior Test Engineer with Squish,Zdalnie,16 800,22 680,"Testing, Python, Squish, Test automation",Spyrosoft,Senior,https://nofluffjobs.com/pl/job/senior-test-engineer-with-squish-spyrosoft-remote
Administrator Systemów,Warszawa,25 200,25 200,"Sys. Administrator, Python, RHEL, Bash script",P&P Solutions Sp. z o.o.,Mid,https://nofluffjobs.com/pl/job/administrator-systemow-p-p-solutions-warszawa
DevOps Engineer,Kraków,Not specified,Not specified,"DevOps, Python, Linux, SQL",BrainSHARE IT,Mid,https://nofluffjobs.com/pl/job/devops-engineer-brainshare-it-krakow
DevOps Engineer,Gdańsk,18 480,25 200,"DevOps, Python, Java, VCS",emagine Sp. Z o.o.,Mid,https://nofluffjobs.com/pl/job/devops-engineer-emagine-gdansk-3
Programista / Web-developer,Zdalnie,10 643,21 286,"Backend, Python, Django, Clean Code",ADAMANTA SP. Z O.O.,Mid,https://nofluffjobs.com/pl/job/programista-web-developer-adamanta-remote
Senior Analytics Engineer (Azure),Zdalnie,21 840,30 240,"Data, Python, Azure, Power BI",GetInData | Part of Xebia,Senior,https://nofluffjobs.com/pl/job/senior-analytics-engineer-azure-getindata-part-of-xebia-remote
Data Engineer,Zdalnie,22 000,26 000,"Data, Python, Spark, Databricks",Sunscrapers,Mid,https://nofluffjobs.com/pl/job/data-engineer-sunscrapers-remote-2
Lead Data Engineer,Zdalnie,25 200,33 600,"Data, Python, Ms azure, Enterprise Architect",Elitmind,Expert,https://nofluffjobs.com/pl/job/lead-data-engineer-elitmind-remote
Senior DevOps Engineer (AWS/Azure/GCP) (Germany),Zdalnie,22 350,26 820,"DevOps, Python, Azure, Cloud platform",Link Group,Senior,https://nofluffjobs.com/pl/job/senior-devops-engineer-aws-azure-gcp-germany-link-group-remote
System Architect,Berlin,6 300,7 350,"Architecture, Python, AWS, Java",Link Group,Expert,https://nofluffjobs.com/pl/job/system-architect-link-group-berlin
"Mid Backend Developer with Golang (US, eCatholic)",Zdalnie,11 760,21 000,"Backend, Python, Golang, Go",From Poland With Dev,Mid,https://nofluffjobs.com/pl/job/mid-backend-developer-with-golang-us-ecatholic-from-poland-with-dev-remote-1
Continuous Improvement Analyst,Warszawa,Not specified,Not specified,"Business Analysis, Python, R, Data analysis",Perrigo,Mid,https://nofluffjobs.com/pl/job/continuous-improvement-analyst-perrigo-warszawa
Business Analyst (+QA) 100% remote,Zdalnie,21 840,26 880,"Business Analysis, Python, Business Analyst, Testing",Devire,Senior,https://nofluffjobs.com/pl/job/business-analyst-qa-100-remote-devire
Data Engineering Tech Lead (GCP),Zdalnie,28 560,36 960,"Data, Python, GCP, Airflow",Lingaro,Expert,https://nofluffjobs.com/pl/job/data-engineering-tech-lead-gcp-lingaro-remote
C# Developer,Zdalnie,15 500,17 500,"Backend, Python, C#, SQL",Connectis_,Mid,https://nofluffjobs.com/pl/job/c-developer-connectis--remote-1
Senior Performance Engineer - DevOps,Kraków,28 250,35 800,"DevOps, Python, MySQL, PostgreSQL",Beekeeper AG,Senior,https://nofluffjobs.com/pl/job/senior-performance-engineer-devops-beekeeper-krakow
Specjalista ds. R&D,Zdalnie,12 000,17 000,"Architecture, Python, Analiza danych, AWS",Aplikacje Krytyczne Sp. z o.o.,Mid,https://nofluffjobs.com/pl/job/specjalista-ds-r-d-aplikacje-krytyczne-remote
"Cloud Engineer (Krakow or Wroclaw, Poland)",Kraków,23 000,28 000,"DevOps, Python, Cloud development, AWS",Unit8 SA,Senior,https://nofluffjobs.com/pl/job/cloud-engineer-krakow-or-wroclaw-poland-unit8-krakow
Full-Stack / Front-End Developer (Angular),Kraków,10 000,18 000,"Fullstack, Python, Angular, JavaScript",Motorola Solutions Systems Polska,Senior,https://nofluffjobs.com/pl/job/full-stack-front-end-developer-angular-motorola-solutions-systems-polska-krakow
DevOps Engineer,Zdalnie,Not specified,Not specified,"DevOps, Python, Scala, Azure",PAR Data Central,Senior,https://nofluffjobs.com/pl/job/devops-engineer-par-data-central-remote
Rmt. Mid/Senior QA - Test Automation engineer,Zdalnie,16 000,22 000,"Testing, Python, Selenium, JavaScript",Meant4 Software,Senior,https://nofluffjobs.com/pl/job/rmt-mid-senior-qa-test-automation-engineer-meant4-software-remote-2
Remote Senior DevOps Engineer,Zdalnie,20 000,27 000,"DevOps, Python, Terraform, Ansible",Jirav,Expert,https://nofluffjobs.com/pl/job/remote-senior-devops-engineer-jirav
Junior Administrator Systemów Linux remote,Zdalnie,5 000,5 500,"Design, Python, Linux, PHP",Next Mobile P.S.A.,Junior,https://nofluffjobs.com/pl/job/junior-administrator-systemow-linux-remote-next-mobile-p-s-a-
Senior Java developer,Kraków,23 000,29 000,"Backend, Python, Java, SaaS",Maxio,Senior,https://nofluffjobs.com/pl/job/senior-java-developer-maxio-krakow
Senior/Lead Power BI Engineer,Zdalnie,24 601,29 111,"Business Intelligence, Python, Power BI, DAX",N-iX,Senior,https://nofluffjobs.com/pl/job/senior-lead-power-bi-engineer-n-ix-remote
Mid Business Intelligence Analyst,Kraków,Not specified,Not specified,"Business Intelligence, Python, Data integration, ETL process",Amway,Mid,https://nofluffjobs.com/pl/job/mid-business-intelligence-analyst-amway-krakow
Junior Delivery Engineer,Zdalnie,6 000,10 000,"Data, Python, SQL, Database",MasterBorn,Junior,https://nofluffjobs.com/pl/job/junior-delivery-engineer-masterborn-remote
Junior Cyber Defense Specialist,Kraków,7 000,11 000,"Security, Python, Information Security, SoC",Motorola Solutions Systems Polska,Junior,https://nofluffjobs.com/pl/job/junior-cyber-defense-specialist-motorola-solutions-systems-polska-krakow
Java Software Engineer - Remote   NOWA,Zdalnie,12 750,23 000,"Testing, Python, Java, Spring Boot",CodiLime,Mid,https://nofluffjobs.com/pl/job/java-software-engineer-remote-codilime
